codigoUasg,nomeUasg,usoSisg,adesaoSiasg,siglaUf,codigoMunicipio,codigoMunicipioIbge,nomeMunicipioIbge,codigoUnidadePolo,nomeUnidadePolo,codigoUnidadeEspelho,nomeUnidadeEspelho,uasgCadastradora,cnpjCpfUasg,codigoOrgao,cnpjCpfOrgao,cnpjCpfOrgaoVinculado,cnpjCpfOrgaoSuperior,codigoSiorg,statusUasg,dataImplantacaoSidec,dataHoraMovimento
810005,COORDENAÇÃO-GERAL DE LOGÍSTICA DO MDH,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,81000,27136980000100,00394411000109,00394411000109,309640,True,2017-08-15T03:00:00.000+00:00,2024-09-13T09:43:00
810004,SECRETARIA ESPECIAL DE DIREITOS HUMANOS,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,81000,27136980000100,00394411000109,00394411000109,,True,2017-11-16T03:00:00.000+00:00,2017-12-16T13:08:00
720300,DIR GERAL DE DESENV NUCLEAR E TEC. DA MARINHA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,52131,00394502000144,03277610000125,00394411000109,95586,True,2014-01-29T03:00:00.000+00:00,2017-12-16T18:10:00
690009,CENTRO DE SERVIÇOS COMPARTILHADOS - MEMP,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,52224046000350,69000,18299670000116,00394411000109,00394411000109,330683,True,,2025-02-27T14:35:00
690001,SECRET.ESPECIAL DA MICRO E PEQUENA EMPRESA,True,True,DF,97012.0,5300108.0,BRASÍLIA,110001,SECRETARIA DE ADMINISTRAÇÃO,0,,True,,20101,00394411000109,00394411000109,,121813,True,2013-09-27T03:00:00.000+00:00,2023-07-06T11:08:00
580003,COORDENAÇÃO GERAL DE GESTÃO E ADMINISTRAÇÃO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,58000,05482692000175,00394411000109,00394411000109,312552,True,2011-06-09T03:00:00.000+00:00,2023-08-22T17:29:00
560021,CONSELHO DAS CIDADES,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,56000,05465986000199,00394411000109,00394411000109,59090,True,2010-03-11T03:00:00.000+00:00,2018-12-15T15:01:00
560011,COORDENACAO-GERAL DE RECURSOS HUMANOS,True,True,DF,97012.0,5300108.0,BRASÍLIA,560003,SECRETARIA EXECUTIVA-MINIST. DAS CIDADES,0,,True,5465986000270,56000,05465986000199,00394411000109,00394411000109,73992,True,,2018-12-15T10:35:00
560010,COORDENAçãO GERAL DE RECURSOS LOGISTICOS MCID,True,True,DF,97012.0,5300108.0,BRASÍLIA,530001,DIRETORIA DE ADMINISTRAÇÃO,0,,True,,56000,05465986000199,00394411000109,00394411000109,309791,True,2003-06-17T03:00:00.000+00:00,2025-03-05T10:36:00
560008,SECRET. DE ACESSIBILIDADE E PROG. URB. MCIDAD,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,56000,05465986000199,00394411000109,00394411000109,74024,True,,2018-12-15T10:09:00
560007,SECRETARIA NAC.TRANSP MOBILIDADE URB.MCIDADS,True,True,DF,97012.0,5300108.0,BRASÍLIA,560010,COORDENAçãO GERAL DE RECURSOS LOGISTICOS MCID,0,,False,0,56000,05465986000199,00394411000109,00394411000109,74019,True,,2018-12-15T10:09:00
560006,SECRET. NAC. SANEAM. AMBIENTAL M.CIDADES,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,0,56000,05465986000199,00394411000109,00394411000109,74015,True,,2019-12-15T10:22:00
560005,SECRETARIA NAC. DE HABITACAO MCIDADES,True,True,DF,97012.0,5300108.0,BRASÍLIA,560003,SECRETARIA EXECUTIVA-MINIST. DAS CIDADES,0,,True,0,56000,05465986000199,00394411000109,00394411000109,74011,True,,2018-12-15T10:09:00
550029,SECRETARIA NACIONAL DO PARADESPORTO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,05526783000165,51000,02973091000177,00394411000109,00394411000109,,True,2021-12-08T03:00:00.000+00:00,2023-07-03T09:32:00
550028,DIRETORIA DE INFRAESTRUTURA DO ESPORTE,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,05526783000165,51000,02973091000177,00394411000109,00394411000109,,True,2021-12-08T03:00:00.000+00:00,2023-07-03T09:41:00
550027,SECRETARIA EXECUTIVA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,55000,05526783000165,00394411000109,00394411000109,235874,True,2020-04-15T03:00:00.000+00:00,2020-12-20T15:12:00
550025,MDSA COND. BLOCO A,True,True,DF,97012.0,5300108.0,BRASÍLIA,550005,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS,0,,False,,55000,05526783000165,00394411000109,00394411000109,00309809,True,2016-08-31T03:00:00.000+00:00,2024-07-23T11:54:00
550015,PROJETO DE OPERACION. DOS PROGRAMAS DA SNAS,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,55000,05526783000165,00394411000109,00394411000109,,True,2011-03-23T03:00:00.000+00:00,2020-12-20T14:38:00
550011,SECRETARIA NACIONAL DE ASSISTENCIA SOCIAL.,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,55000,05526783000165,00394411000109,00394411000109,038238,True,,2019-12-15T14:30:00
550009,SECRETARIA NAC. DE CUIDADOS E PREV. AS DROGAS,True,True,DF,97012.0,5300108.0,BRASÍLIA,550005,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS,0,,False,0,55000,05526783000165,00394411000109,00394411000109,237547,True,2020-02-07T03:00:00.000+00:00,2021-12-12T14:30:00
550008,SECRETARIA DE SEGUR. ALIMENTAR E NUTRICIONAL,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,0,55000,05526783000165,00394411000109,00394411000109,77782,True,2004-08-02T03:00:00.000+00:00,2018-12-15T10:09:00
550007,SECRETARIA NACIONAL DE RENDA E CIDADANIA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,0,55000,05526783000165,00394411000109,00394411000109,77825,True,2005-09-23T03:00:00.000+00:00,2018-12-15T10:09:00
550006,COORDENACAO GERAL DE RECURSOS HUMANOS,True,True,DF,97012.0,5300108.0,BRASÍLIA,550005,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS,0,,True,0,55000,05526783000165,00394411000109,00394411000109,313835,True,,2023-10-09T08:28:00
550005,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS,True,True,DF,97012.0,5300108.0,BRASÍLIA,550025,MDSA COND. BLOCO A,0,,True,5526783000165,55000,05526783000165,00394411000109,00394411000109,00309809,True,2003-12-31T03:00:00.000+00:00,2023-02-23T14:44:00
540047,CENTRO DE SERVICOS COMPARTILHADOS - MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,,True,2024-09-20T03:00:00.000+00:00,2024-09-20T16:49:00
540024,SECRETARIA NAC DE DIR AUT E P INTELEC CONTRAT,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,,True,2020-08-04T03:00:00.000+00:00,2023-07-03T18:07:00
540023,SECRETARIA NAC DE DESENV CULTURAL - CONTRATO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,216446,True,2020-05-04T03:00:00.000+00:00,2024-02-20T15:47:00
540022,SECRETARIA NAC DE FOM E INCENT A CUL CONTRATO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,40127,True,2020-08-04T03:00:00.000+00:00,2023-07-03T19:36:00
540021,SECRETARIA NAC DA ECON DIV CULTURAL- CONTRAT,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,,True,2020-08-04T03:00:00.000+00:00,2023-07-03T18:07:00
540020,SECRETARIA NACIONAL DO AUDIOVISUAL - CONTRATO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,3662,True,2020-08-04T03:00:00.000+00:00,2023-07-03T14:52:00
540019,SECRETARIA ESPECIAL DA CULTURA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,,True,2020-08-04T03:00:00.000+00:00,2023-07-03T18:07:00
540017,SECRETARIA NAC DE ATRAÇ DE INV PARC CONC CONT,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,,54000,05457283000119,00394411000109,00394411000109,263714,True,2019-03-21T03:00:00.000+00:00,2023-07-03T13:02:00
540014,PRODETUR NACIONAL,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,,54000,05457283000119,00394411000109,00394411000109,,True,2015-11-24T03:00:00.000+00:00,2023-07-03T11:00:00
540013,PRODETUR/NE-II TF054155/MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,54000,05457283000119,00394411000109,00394411000109,73571,True,,2023-07-03T11:00:00
540012,COORDENAçãO GERAL DE CONVENIOS - MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,0,54000,05457283000119,00394411000109,00394411000109,73540,True,,2023-07-03T11:00:00
540011,SUBSECRETARIA DE TEC DA INFORMAÇÃO E INOVAÇÃO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,54000,05457283000119,00394411000109,00394411000109,,True,2021-02-10T03:00:00.000+00:00,2023-07-03T14:48:00
540009,COORD.-GERAL DE PLANEJ. ORCAM. E FINANC./MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,54000,05457283000119,00394411000109,00394411000109,,True,2019-10-01T03:00:00.000+00:00,2023-07-03T10:56:00
540007,CEF/MINISTERIO DO TURISMO/MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,5457283000380,54000,05457283000119,00394411000109,00394411000109,,True,2019-10-01T03:00:00.000+00:00,2023-07-03T11:00:00
540006,SECRET. POLIT. DE TURISMO - SPT/MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,0,54000,05457283000119,00394411000109,00394411000109,73570,True,2015-11-20T03:00:00.000+00:00,2023-07-03T14:33:00
540005,SEC. PROG. DESENV. DO TURISMO - SPROG/MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,0,54000,05457283000119,00394411000109,00394411000109,73565,True,2015-11-20T03:00:00.000+00:00,2023-07-03T14:34:00
540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,,54000,05457283000119,00394411000109,00394411000109,315587,True,1998-07-31T03:00:00.000+00:00,2025-03-10T15:09:00
540001,COORD.-GERAL DE PLANEJ. ORCAM. E FINANC./MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,5457283000119,54000,05457283000119,00394411000109,00394411000109,540013,True,2019-10-01T03:00:00.000+00:00,2023-07-03T10:49:00
533018,SUPERINTEND. DO DESENVOL. DO CENTRO-OESTE,True,True,DF,97012.0,5300108.0,BRASÍLIA,530001,DIRETORIA DE ADMINISTRAÇÃO,0,,True,,53207,13802028000194,5193279000190,03353358000196,100113,True,2011-09-22T03:00:00.000+00:00,2022-12-17T10:05:00
530023,SECRETARIA DE DESENVOLVIMENTO REGIONAL,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,53000,03353358000196,00394411000109,00394411000109,72104,True,2011-06-06T03:00:00.000+00:00,2023-07-31T12:01:00
530020,CAIXA ECONOMICA FEDERAL - MI,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,53000,03353358000196,00394411000109,00394411000109,,True,,2022-12-17T10:09:00
530013,SECRETARIA DE INFRA-ESTRUTURA HIDRICA - SIH,True,True,DF,97012.0,5300108.0,BRASÍLIA,530001,DIRETORIA DE ADMINISTRAÇÃO,0,,False,0,53000,03353358000196,00394411000109,00394411000109,43032,True,,2022-12-17T10:09:00
530012,SECRETARIA NACIONAL DE DEFESA CIVIL - SEDEC,True,True,DF,97012.0,5300108.0,BRASÍLIA,530001,DIRETORIA DE ADMINISTRAÇÃO,0,,False,0,53000,03353358000196,00394411000109,00394411000109,38348,True,,2022-12-17T10:09:00
530007,FUNDO DE DESENVOLVIMENTO DO NORDESTE - FDNE,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,53000,03353358000196,00394411000109,00394411000109,,True,,2022-12-17T13:30:00
530001,DIRETORIA DE ADMINISTRAÇÃO,True,True,DF,97012.0,5300108.0,BRASÍLIA,530010,SECRETARIA DE PROGRAMAS REGIONAIS - SPR,0,,True,0,53000,03353358000196,00394411000109,00394411000109,308799,True,2000-05-15T03:00:00.000+00:00,2025-03-07T13:03:00
523033,GERENCIA GERAL DE RECURSOS HUMANOS/ANAC,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,52201,07947821000189,03277610000125,00394411000109,,True,2008-09-26T03:00:00.000+00:00,2010-07-07T18:30:00
523017,SUP. DE EST. PESQ. E CAPAC. P/AVIAçãO CIVIL,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,52201,07947821000189,03277610000125,00394411000109,,True,,2011-09-20T19:02:00
523016,SUPERINT. DE INFRA-ESTRUTURA AEROPORTUARIA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,52201,07947821000189,03277610000125,00394411000109,86560,True,,2010-07-30T16:58:00
523006,SEXTA GERÊNCIA REGIONAL - GER 6/ANAC,True,True,DF,97012.0,5300108.0,BRASÍLIA,523001,AGENCIA NACIONAL DE AVIACAO CIVIL,0,,False,0,52201,07947821000189,03277610000125,00394411000109,,True,2007-04-20T03:00:00.000+00:00,2010-07-07T18:30:00
523001,AGENCIA NACIONAL DE AVIACAO CIVIL,True,True,DF,97012.0,5300108.0,BRASÍLIA,523001,AGENCIA NACIONAL DE AVIACAO CIVIL,0,,False,0,52201,07947821000189,03277610000125,00394411000109,86144,True,,2014-01-23T15:48:00
512006,COORDENACAO GERAL DE LICITACOES E CONTRATOS,True,True,DF,97012.0,5300108.0,BRASÍLIA,510001,COORD.GERAL DE FINANCAS DO INSS NO DF,0,,True,,37202,29979036000140,00394528000192,00394411000109,86625,True,2000-12-31T03:00:00.000+00:00,2025-03-27T15:01:00
510678,SUPERINTENDêNCIA REGIONAL NORTE/CENTRO-OESTE,True,True,DF,97012.0,5300108.0,BRASÍLIA,510670,GERÊNCIA EXECUTIVA CURITIBA/PR,0,,True,0,37202,29979036000140,00394528000192,00394411000109,86769,True,1999-07-15T03:00:00.000+00:00,2025-03-25T09:43:00
510005,GERÊNCIA EXECUTIVA DISTRITO FEDERAL/BSB,True,True,DF,97012.0,5300108.0,BRASÍLIA,510001,COORD.GERAL DE FINANCAS DO INSS NO DF,0,,True,29979036061794,37202,29979036000140,00394528000192,00394411000109,35735,True,2000-11-25T03:00:00.000+00:00,2021-12-12T17:24:00
490105,SUPERINTENDENCIA NACIONAL DES. AGRARIO/MDA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,49000,01612452000197,00394411000109,00394411000109,,True,2025-02-14T03:00:00.000+00:00,2025-02-14T14:27:00
490011,MIN. DESENV. AGRARIO-ADMINISTRACAO DIRETA,True,True,DF,97012.0,5300108.0,BRASÍLIA,110703,SUBSECRETARIA DE PLANEJAMENTO E GESTãO,0,,True,0,49000,01612452000197,00394411000109,00394411000109,44987,True,,2025-03-21T10:11:00
447002,FUNDO NACIONAL SOBRE MUDANÇA DO CLIMA - FNMC,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,,44000,37115375000107,00394411000109,00394411000109,267384,True,2011-12-01T03:00:00.000+00:00,2023-11-17T20:09:00
443925,ICMBIO- RESEX - MANDIRA- UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T21:20:00
443924,ICMBIO- RESEX - LAGO DO CEDRO- UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T21:20:00
443818,ICMBIO- REBIO - PEROBAS - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T21:20:00
443813,ICMBIO- REBIO- JARU - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T21:20:00
443802,ICMBIO- REBIO- ARAUCARIAS - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T21:20:00
443652,ICMBIO- PARNA SERRA DA ITAJAI - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T21:20:00
443639,ICMBIO- PARNA RESTINGA DE JURUBATIBA - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T21:20:00
443638,ICMBIO- PARNA PONTOES CAPIXABAS - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T21:20:00
443625,ICMBIO- PARNA JURUENA - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T21:20:00
443564,ICMBIO- FLONA TRES BARRAS - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T21:20:00
443524,ICMBIO- FLONA IBURA - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T19:35:00
443502,ICMBIO- FLONA ALTAMIRA - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T19:35:00
443430,ICMBIO- ESEC TUPINAMBAS - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T19:35:00
443410,ICMBIO- ESEC IQUE - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T19:35:00
443314,ICMBIO- ARIE - SERINGAL NOVA ESPERANCA - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T19:35:00
443305,ICMBIO- ARIE ILHA DO AMEIXAL - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T19:35:00
443210,ICMBIO- APA CHAPADA DO ARARIPE - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,44207,08829974000194,37115375000107,00394411000109,,True,,2010-07-07T18:30:00
443203,ICMBIO- APA BACIA R S J MICO LEAO DOU - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T19:14:00
443202,ICMBIO- APA BACIA DO R DESCOBERTO - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T19:14:00
443111,ICMBIO-C.N.P.C.E M.DE MAMIF AQUATIC CMA - UGR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,44207,08829974000194,37115375000107,00394411000109,,True,,2011-09-20T19:14:00
443033,COORDENAçAO GERAL DE FINANçAS/DF,True,True,DF,97012.0,5300108.0,BRASÍLIA,193106,MMA-IBAMA-SUPERINTENDENCIA ESTADUAL/DF,0,,True,8829974000194,44207,08829974000194,37115375000107,00394411000109,92661,True,2008-01-30T03:00:00.000+00:00,2018-12-15T10:24:00
440116,UNIDADE PASSAGENS AÉREAS_DO MMA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,,44000,37115375000107,00394411000109,00394411000109,,True,,2023-11-17T18:28:00
440115,PROJETO FIP/BID-INVENT.FLORES.NAC.NO CERRADO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,,44000,37115375000107,00394411000109,00394411000109,089539,True,2016-02-03T03:00:00.000+00:00,2023-11-17T10:36:00
440114,FUNDO AMAZÔNIA - SERVIÇO FLORESTAL BRASILEIRO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,,44208,00396895000125,37115375000107,00394411000109,89539,True,2013-07-26T03:00:00.000+00:00,2013-08-06T14:59:00
440110,KFW - SERVIçO FLORESTAL BRASILEIRO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,44000,37115375000107,00394411000109,00394411000109,89539,True,2013-07-19T03:00:00.000+00:00,2023-11-17T10:09:00
440108,SECRET.DE EXTRAT.E DESENVOLV.RURAL SUSTENT.,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,,44000,37115375000107,00394411000109,00394411000109,92930,True,2011-10-28T03:00:00.000+00:00,2023-11-17T10:09:00
440079,DEPARTAMENTO DE AMBIENTE URBANO - DAU/MMA,True,True,DF,97012.0,5300108.0,BRASÍLIA,440001,"SUBSECRET. DE PLANEJ., ORÇ. E ADMINISTRAÇÃO",0,,False,37115375000379,44000,37115375000107,00394411000109,00394411000109,92923,True,,2023-11-17T17:33:00
440075,SERVICO FLORESTAL BRASILEIRO,True,True,DF,97012.0,5300108.0,BRASÍLIA,440001,"SUBSECRET. DE PLANEJ., ORÇ. E ADMINISTRAÇÃO",0,,True,01018845000177,44000,37115375000107,00394411000109,00394411000109,00089539,True,,2023-12-05T13:25:00
440001,"SUBSECRET. DE PLANEJ., ORÇ. E ADMINISTRAÇÃO",True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,0,44000,37115375000107,00394411000109,00394411000109,32324,True,1999-07-15T03:00:00.000+00:00,2025-03-25T13:55:00
423002,INSTITUTO BRASILEIRO DE MUSEUS/DF,True,True,DF,97012.0,5300108.0,BRASÍLIA,423001,DIRETORIA DE PLANEJAMENTO E GESTÃO INTERNA,0,,True,,42207,10898596000142,01264142000129,00394411000109,100584,True,2010-02-25T03:00:00.000+00:00,2024-08-21T10:18:00
