codigoUasg,nomeUasg,usoSisg,adesaoSiasg,siglaUf,codigoMunicipio,codigoMunicipioIbge,nomeMunicipioIbge,codigoUnidadePolo,nomeUnidadePolo,codigoUnidadeEspelho,nomeUnidadeEspelho,uasgCadastradora,cnpjCpfUasg,codigoOrgao,cnpjCpfOrgao,cnpjCpfOrgaoVinculado,cnpjCpfOrgaoSuperior,codigoSiorg,statusUasg,dataImplantacaoSidec,dataHoraMovimento
810010,SEC NAC DOS DIR DA  CRIANÇA E DO ADOLESCENTE,True,True,DF,97012.0,5300108.0,BRASÍLIA,810005,COORDENAÇÃO-GERAL DE LOGÍSTICA DO MDH,0,,False,,81000,27136980000100,00394411000109,00394411000109,,True,2017-08-16T03:00:00.000+00:00,2017-12-16T13:08:00
810009,SEC.NAC.DE PROM.E DEF.DOS DIR.DA PESSOA IDOSA,True,True,DF,97012.0,5300108.0,BRASÍLIA,810005,COORDENAÇÃO-GERAL DE LOGÍSTICA DO MDH,0,,False,,81000,27136980000100,00394411000109,00394411000109,,True,2017-08-16T03:00:00.000+00:00,2017-12-16T13:08:00
810008,MINISTÉRIO DA IGUALDADE RACIAL - MIR,True,True,DF,97012.0,5300108.0,BRASÍLIA,810005,COORDENAÇÃO-GERAL DE LOGÍSTICA DO MDH,0,,False,,81000,27136980000100,00394411000109,00394411000109,,True,2023-06-21T03:00:00.000+00:00,2023-06-21T08:27:00
810007,SEC. NAC. DOS DIR DA PESSOAS COM DEFICIÊNCIA,True,True,DF,97012.0,5300108.0,BRASÍLIA,810005,COORDENAÇÃO-GERAL DE LOGÍSTICA DO MDH,0,,False,,81000,27136980000100,00394411000109,00394411000109,,True,2017-08-15T03:00:00.000+00:00,2017-12-16T13:08:00
810006,SECRETARIA NACIONAL DA CIDADANIA,True,True,DF,97012.0,5300108.0,BRASÍLIA,810005,COORDENAÇÃO-GERAL DE LOGÍSTICA DO MDH,0,,False,,81000,27136980000100,00394411000109,00394411000109,,True,2017-08-15T03:00:00.000+00:00,2017-12-16T13:08:00
810005,COORDENAÇÃO-GERAL DE LOGÍSTICA DO MDH,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,81000,27136980000100,00394411000109,00394411000109,309640,True,2017-08-15T03:00:00.000+00:00,2024-09-13T09:43:00
810004,SECRETARIA ESPECIAL DE DIREITOS HUMANOS,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,81000,27136980000100,00394411000109,00394411000109,,True,2017-11-16T03:00:00.000+00:00,2017-12-16T13:08:00
789145,NAVIO PATRULHA GUAPORé,True,True,SP,70718.0,3548500.0,SANTOS,789101,COMANDO DO GRUP DE PAT NAVAL DO SUL SUDESTE,0,,False,,52131,00394502000144,03277610000125,00394411000109,,True,2024-05-22T03:00:00.000+00:00,2024-09-26T17:37:00
783103,NAVIO PATRULHA OCEÂNICO ARAGUARI,True,True,RN,17612.0,2408102.0,NATAL,783810,CENTRO DE INTENDENCIA DA MARINHA EM NATAL,0,,False,,52131,00394502000144,03277610000125,00394411000109,,True,2021-08-27T03:00:00.000+00:00,2023-04-19T10:15:00
782340,CAPITANIA FLUVIAL DE JUAZEIRO,True,True,BA,36692.0,2918407.0,JUAZEIRO,0,,0,,False,0,52131,00394502000144,03277610000125,00394411000109,,True,2020-08-04T03:00:00.000+00:00,2020-12-20T10:19:00
781312,CAPITANIA FLUVIAL DE MINAS GERAIS,True,True,MG,41238.0,3106200.0,BELO HORIZONTE,0,,0,,False,,52131,00394502000144,03277610000125,00394411000109,231759,True,2018-12-05T03:00:00.000+00:00,2025-03-14T14:22:00
741002,ARSENAL DE MAR. DO RJ - APOIO E BASE,True,True,RJ,60011.0,3304557.0,RIO DE JANEIRO,0,,0,,False,0,52131,00394502000144,03277610000125,00394411000109,,True,2018-03-14T03:00:00.000+00:00,2020-12-20T17:38:00
740034,ESTALEIRO DE MANUTENÇÃO DA ILHA DA MADEIRA,True,True,RJ,58394.0,3302007.0,ITAGUAÍ,0,,0,,False,,52131,00394502000144,03277610000125,00394411000109,442109,True,2025-03-18T03:00:00.000+00:00,2025-03-20T13:27:00
720300,DIR GERAL DE DESENV NUCLEAR E TEC. DA MARINHA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,52131,00394502000144,03277610000125,00394411000109,95586,True,2014-01-29T03:00:00.000+00:00,2017-12-16T18:10:00
690009,CENTRO DE SERVIÇOS COMPARTILHADOS - MEMP,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,52224046000350,69000,18299670000116,00394411000109,00394411000109,330683,True,,2025-02-27T14:35:00
690001,SECRET.ESPECIAL DA MICRO E PEQUENA EMPRESA,True,True,DF,97012.0,5300108.0,BRASÍLIA,110001,SECRETARIA DE ADMINISTRAÇÃO,0,,True,,20101,00394411000109,00394411000109,,121813,True,2013-09-27T03:00:00.000+00:00,2023-07-06T11:08:00
673000,DIRETORIA DE FINANCAS DA MARINHA,True,True,RJ,,,,0,,0,,True,0,52132,00394502047370,00394502000144,03277610000125,,True,,2024-11-14T17:46:00
580037,SUPERINT.FED.DA PESCA E AQUICULTURA/TO,True,True,TO,97330.0,1721000.0,PALMAS,0,,0,,True,,58000,05482692000175,00394411000109,00394411000109,104179,True,,2018-12-15T10:09:00
580003,COORDENAÇÃO GERAL DE GESTÃO E ADMINISTRAÇÃO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,58000,05482692000175,00394411000109,00394411000109,312552,True,2011-06-09T03:00:00.000+00:00,2023-08-22T17:29:00
560021,CONSELHO DAS CIDADES,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,56000,05465986000199,00394411000109,00394411000109,59090,True,2010-03-11T03:00:00.000+00:00,2018-12-15T15:01:00
560011,COORDENACAO-GERAL DE RECURSOS HUMANOS,True,True,DF,97012.0,5300108.0,BRASÍLIA,560003,SECRETARIA EXECUTIVA-MINIST. DAS CIDADES,0,,True,5465986000270,56000,05465986000199,00394411000109,00394411000109,73992,True,,2018-12-15T10:35:00
560010,COORDENAçãO GERAL DE RECURSOS LOGISTICOS MCID,True,True,DF,97012.0,5300108.0,BRASÍLIA,530001,DIRETORIA DE ADMINISTRAÇÃO,0,,True,,56000,05465986000199,00394411000109,00394411000109,309791,True,2003-06-17T03:00:00.000+00:00,2025-03-05T10:36:00
560008,SECRET. DE ACESSIBILIDADE E PROG. URB. MCIDAD,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,56000,05465986000199,00394411000109,00394411000109,74024,True,,2018-12-15T10:09:00
560007,SECRETARIA NAC.TRANSP MOBILIDADE URB.MCIDADS,True,True,DF,97012.0,5300108.0,BRASÍLIA,560010,COORDENAçãO GERAL DE RECURSOS LOGISTICOS MCID,0,,False,0,56000,05465986000199,00394411000109,00394411000109,74019,True,,2018-12-15T10:09:00
560006,SECRET. NAC. SANEAM. AMBIENTAL M.CIDADES,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,0,56000,05465986000199,00394411000109,00394411000109,74015,True,,2019-12-15T10:22:00
560005,SECRETARIA NAC. DE HABITACAO MCIDADES,True,True,DF,97012.0,5300108.0,BRASÍLIA,560003,SECRETARIA EXECUTIVA-MINIST. DAS CIDADES,0,,True,0,56000,05465986000199,00394411000109,00394411000109,74011,True,,2018-12-15T10:09:00
550029,SECRETARIA NACIONAL DO PARADESPORTO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,05526783000165,51000,02973091000177,00394411000109,00394411000109,,True,2021-12-08T03:00:00.000+00:00,2023-07-03T09:32:00
550028,DIRETORIA DE INFRAESTRUTURA DO ESPORTE,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,05526783000165,51000,02973091000177,00394411000109,00394411000109,,True,2021-12-08T03:00:00.000+00:00,2023-07-03T09:41:00
550027,SECRETARIA EXECUTIVA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,55000,05526783000165,00394411000109,00394411000109,235874,True,2020-04-15T03:00:00.000+00:00,2020-12-20T15:12:00
550026,COORDENACAO G DE GESTAO DE INST ESPORTIVAS,True,True,RJ,60011.0,3304557.0,RIO DE JANEIRO,550005,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS,0,,False,,51000,02973091000177,00394411000109,00394411000109,00106867,True,2020-05-25T03:00:00.000+00:00,2023-07-03T09:41:00
550025,MDSA COND. BLOCO A,True,True,DF,97012.0,5300108.0,BRASÍLIA,550005,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS,0,,False,,55000,05526783000165,00394411000109,00394411000109,00309809,True,2016-08-31T03:00:00.000+00:00,2024-07-23T11:54:00
550015,PROJETO DE OPERACION. DOS PROGRAMAS DA SNAS,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,55000,05526783000165,00394411000109,00394411000109,,True,2011-03-23T03:00:00.000+00:00,2020-12-20T14:38:00
550011,SECRETARIA NACIONAL DE ASSISTENCIA SOCIAL.,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,55000,05526783000165,00394411000109,00394411000109,038238,True,,2019-12-15T14:30:00
550009,SECRETARIA NAC. DE CUIDADOS E PREV. AS DROGAS,True,True,DF,97012.0,5300108.0,BRASÍLIA,550005,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS,0,,False,0,55000,05526783000165,00394411000109,00394411000109,237547,True,2020-02-07T03:00:00.000+00:00,2021-12-12T14:30:00
550008,SECRETARIA DE SEGUR. ALIMENTAR E NUTRICIONAL,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,0,55000,05526783000165,00394411000109,00394411000109,77782,True,2004-08-02T03:00:00.000+00:00,2018-12-15T10:09:00
550007,SECRETARIA NACIONAL DE RENDA E CIDADANIA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,0,55000,05526783000165,00394411000109,00394411000109,77825,True,2005-09-23T03:00:00.000+00:00,2018-12-15T10:09:00
550006,COORDENACAO GERAL DE RECURSOS HUMANOS,True,True,DF,97012.0,5300108.0,BRASÍLIA,550005,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS,0,,True,0,55000,05526783000165,00394411000109,00394411000109,313835,True,,2023-10-09T08:28:00
550005,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS,True,True,DF,97012.0,5300108.0,BRASÍLIA,550025,MDSA COND. BLOCO A,0,,True,5526783000165,55000,05526783000165,00394411000109,00394411000109,00309809,True,2003-12-31T03:00:00.000+00:00,2023-02-23T14:44:00
540047,CENTRO DE SERVICOS COMPARTILHADOS - MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,,True,2024-09-20T03:00:00.000+00:00,2024-09-20T16:49:00
540036,CENTRO TECNICO AUDIOVISUAL,True,True,RJ,60011.0,3304557.0,RIO DE JANEIRO,0,,0,,False,00000000000000,54000,05457283000119,00394411000109,00394411000109,00077474,True,2020-08-04T03:00:00.000+00:00,2023-07-03T15:07:00
540024,SECRETARIA NAC DE DIR AUT E P INTELEC CONTRAT,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,,True,2020-08-04T03:00:00.000+00:00,2023-07-03T18:07:00
540023,SECRETARIA NAC DE DESENV CULTURAL - CONTRATO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,216446,True,2020-05-04T03:00:00.000+00:00,2024-02-20T15:47:00
540022,SECRETARIA NAC DE FOM E INCENT A CUL CONTRATO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,40127,True,2020-08-04T03:00:00.000+00:00,2023-07-03T19:36:00
540021,SECRETARIA NAC DA ECON DIV CULTURAL- CONTRAT,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,,True,2020-08-04T03:00:00.000+00:00,2023-07-03T18:07:00
540020,SECRETARIA NACIONAL DO AUDIOVISUAL - CONTRATO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,3662,True,2020-08-04T03:00:00.000+00:00,2023-07-03T14:52:00
540019,SECRETARIA ESPECIAL DA CULTURA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,54000,05457283000119,00394411000109,00394411000109,,True,2020-08-04T03:00:00.000+00:00,2023-07-03T18:07:00
540017,SECRETARIA NAC DE ATRAÇ DE INV PARC CONC CONT,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,,54000,05457283000119,00394411000109,00394411000109,263714,True,2019-03-21T03:00:00.000+00:00,2023-07-03T13:02:00
540014,PRODETUR NACIONAL,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,,54000,05457283000119,00394411000109,00394411000109,,True,2015-11-24T03:00:00.000+00:00,2023-07-03T11:00:00
540013,PRODETUR/NE-II TF054155/MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,54000,05457283000119,00394411000109,00394411000109,73571,True,,2023-07-03T11:00:00
540012,COORDENAçãO GERAL DE CONVENIOS - MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,0,54000,05457283000119,00394411000109,00394411000109,73540,True,,2023-07-03T11:00:00
540011,SUBSECRETARIA DE TEC DA INFORMAÇÃO E INOVAÇÃO,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,54000,05457283000119,00394411000109,00394411000109,,True,2021-02-10T03:00:00.000+00:00,2023-07-03T14:48:00
540009,COORD.-GERAL DE PLANEJ. ORCAM. E FINANC./MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,54000,05457283000119,00394411000109,00394411000109,,True,2019-10-01T03:00:00.000+00:00,2023-07-03T10:56:00
540007,CEF/MINISTERIO DO TURISMO/MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,5457283000380,54000,05457283000119,00394411000109,00394411000109,,True,2019-10-01T03:00:00.000+00:00,2023-07-03T11:00:00
540006,SECRET. POLIT. DE TURISMO - SPT/MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,0,54000,05457283000119,00394411000109,00394411000109,73570,True,2015-11-20T03:00:00.000+00:00,2023-07-03T14:33:00
540005,SEC. PROG. DESENV. DO TURISMO - SPROG/MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,0,54000,05457283000119,00394411000109,00394411000109,73565,True,2015-11-20T03:00:00.000+00:00,2023-07-03T14:34:00
540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,True,,54000,05457283000119,00394411000109,00394411000109,315587,True,1998-07-31T03:00:00.000+00:00,2025-03-10T15:09:00
540001,COORD.-GERAL DE PLANEJ. ORCAM. E FINANC./MTUR,True,True,DF,97012.0,5300108.0,BRASÍLIA,540004,COORDENAÇÃO-GERAL DE RECURSOS LOGÍSTICOS,0,,False,5457283000119,54000,05457283000119,00394411000109,00394411000109,540013,True,2019-10-01T03:00:00.000+00:00,2023-07-03T10:49:00
533018,SUPERINTEND. DO DESENVOL. DO CENTRO-OESTE,True,True,DF,97012.0,5300108.0,BRASÍLIA,530001,DIRETORIA DE ADMINISTRAÇÃO,0,,True,,53207,13802028000194,5193279000190,03353358000196,100113,True,2011-09-22T03:00:00.000+00:00,2022-12-17T10:05:00
533014,SUPERINTENDENCIA DO DESENVOL. DO NORDESTE,True,True,PE,25313.0,2611606.0,RECIFE,0,,0,,True,,53203,09263130000191,03353358000196,00394411000109,91144,True,,2024-10-16T10:51:00
533013,SUPERINTEND. DO DESENVOLVIMENTO DA AMAZONIA,True,True,PA,4278.0,1501402.0,BELÉM,0,,0,,True,,53202,9203665000177,03353358000196,00394411000109,91138,True,2007-11-29T03:00:00.000+00:00,2025-01-10T16:05:00
533003,GABINETE,True,True,PE,25313.0,2611606.0,RECIFE,0,,0,,False,0,53206,5193279000190,03353358000196,00394411000109,,True,,2011-09-20T19:14:00
530023,SECRETARIA DE DESENVOLVIMENTO REGIONAL,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,53000,03353358000196,00394411000109,00394411000109,72104,True,2011-06-06T03:00:00.000+00:00,2023-07-31T12:01:00
530020,CAIXA ECONOMICA FEDERAL - MI,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,53000,03353358000196,00394411000109,00394411000109,,True,,2022-12-17T10:09:00
530013,SECRETARIA DE INFRA-ESTRUTURA HIDRICA - SIH,True,True,DF,97012.0,5300108.0,BRASÍLIA,530001,DIRETORIA DE ADMINISTRAÇÃO,0,,False,0,53000,03353358000196,00394411000109,00394411000109,43032,True,,2022-12-17T10:09:00
530012,SECRETARIA NACIONAL DE DEFESA CIVIL - SEDEC,True,True,DF,97012.0,5300108.0,BRASÍLIA,530001,DIRETORIA DE ADMINISTRAÇÃO,0,,False,0,53000,03353358000196,00394411000109,00394411000109,38348,True,,2022-12-17T10:09:00
530007,FUNDO DE DESENVOLVIMENTO DO NORDESTE - FDNE,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,53000,03353358000196,00394411000109,00394411000109,,True,,2022-12-17T13:30:00
530001,DIRETORIA DE ADMINISTRAÇÃO,True,True,DF,97012.0,5300108.0,BRASÍLIA,530010,SECRETARIA DE PROGRAMAS REGIONAIS - SPR,0,,True,0,53000,03353358000196,00394411000109,00394411000109,308799,True,2000-05-15T03:00:00.000+00:00,2025-03-07T13:03:00
523033,GERENCIA GERAL DE RECURSOS HUMANOS/ANAC,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,,52201,07947821000189,03277610000125,00394411000109,,True,2008-09-26T03:00:00.000+00:00,2010-07-07T18:30:00
523020,OITAVA GERENCIA REGIONAL - GER 8/ANAC,True,True,BA,38490.0,2927408.0,SALVADOR,0,,0,,False,0,52201,07947821000189,03277610000125,00394411000109,,True,,2011-09-20T19:14:00
523017,SUP. DE EST. PESQ. E CAPAC. P/AVIAçãO CIVIL,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,52201,07947821000189,03277610000125,00394411000109,,True,,2011-09-20T19:02:00
523016,SUPERINT. DE INFRA-ESTRUTURA AEROPORTUARIA,True,True,DF,97012.0,5300108.0,BRASÍLIA,0,,0,,False,0,52201,07947821000189,03277610000125,00394411000109,86560,True,,2010-07-30T16:58:00
523011,PRIMEIRA GERÊNCIA REGIONAL - GER 1 /ANAC,True,True,PA,4278.0,1501402.0,BELÉM,523001,AGENCIA NACIONAL DE AVIACAO CIVIL,0,,False,0,52201,07947821000189,03277610000125,00394411000109,,True,2007-04-20T03:00:00.000+00:00,2010-07-07T18:30:00
523007,SÉTIMA GERÊNCIA REGIONAL - GER 7/ANAC,True,True,AM,2550.0,1302603.0,MANAUS,0,,0,,False,0,52201,07947821000189,03277610000125,00394411000109,,True,,2010-07-07T18:30:00
523006,SEXTA GERÊNCIA REGIONAL - GER 6/ANAC,True,True,DF,97012.0,5300108.0,BRASÍLIA,523001,AGENCIA NACIONAL DE AVIACAO CIVIL,0,,False,0,52201,07947821000189,03277610000125,00394411000109,,True,2007-04-20T03:00:00.000+00:00,2010-07-07T18:30:00
523001,AGENCIA NACIONAL DE AVIACAO CIVIL,True,True,DF,97012.0,5300108.0,BRASÍLIA,523001,AGENCIA NACIONAL DE AVIACAO CIVIL,0,,False,0,52201,07947821000189,03277610000125,00394411000109,86144,True,,2014-01-23T15:48:00
512111,GERÊNCIA EXECUTIVA NITERÓI/RJ,True,True,RJ,58653.0,3303302.0,NITERÓI,510001,COORD.GERAL DE FINANCAS DO INSS NO DF,0,,True,29979036054151,37202,29979036000140,00394528000192,00394411000109,41314,True,1999-07-15T03:00:00.000+00:00,2021-12-12T11:13:00
512093,GERÊNCIA EXECUTIVA VOLTA REDONDA/RJ,True,True,RJ,59250.0,3306305.0,VOLTA REDONDA,510001,COORD.GERAL DE FINANCAS DO INSS NO DF,0,,True,29979036023353,37202,29979036000140,00394528000192,00394411000109,41319,True,1999-07-15T03:00:00.000+00:00,2021-12-12T08:30:00
512087,GERÊNCIA EXECUTIVA DUQUE DE CAXIAS/RJ,True,True,RJ,58335.0,3301702.0,DUQUE DE CAXIAS,510001,COORD.GERAL DE FINANCAS DO INSS NO DF,0,,True,29979036022705,37202,29979036000140,00394528000192,00394411000109,41313,True,2000-05-15T03:00:00.000+00:00,2021-12-12T14:11:00
512086,GERÊNCIA EXECUTIVA PETRÓPOLIS/RJ,True,True,RJ,58777.0,3303906.0,PETRÓPOLIS,510001,COORD.GERAL DE FINANCAS DO INSS NO DF,0,,True,29979036022624,37202,29979036000140,00394528000192,00394411000109,41315,True,2001-12-31T03:00:00.000+00:00,2021-12-12T14:12:00
512082,GERÊNCIA EXECUTIVA  CAMPOS DOS GOYTACAZES/RJ,True,True,RJ,58190.0,,,510001,COORD.GERAL DE FINANCAS DO INSS NO DF,0,,True,29979036022209,37202,29979036000140,00394528000192,00394411000109,41312,True,1999-07-15T03:00:00.000+00:00,2021-12-12T11:12:00
512074,SUPERINTENDêNCIA REGIONAL SUDESTE III,True,True,RJ,60011.0,3304557.0,RIO DE JANEIRO,510001,COORD.GERAL DE FINANCAS DO INSS NO DF,0,,True,0,37202,29979036000140,00394528000192,00394411000109,290575,True,1999-07-15T03:00:00.000+00:00,2025-04-01T09:59:00
512060,GERÊNCIA EXECUT. RIO DE JANEIRO-CENTRO/RJ,True,True,RJ,60011.0,3304557.0,RIO DE JANEIRO,510001,COORD.GERAL DE FINANCAS DO INSS NO DF,0,,True,29979036021903,37202,29979036000140,00394528000192,00394411000109,41316,True,1999-07-15T03:00:00.000+00:00,2021-12-12T11:12:00
